problem_id,title,difficulty,acceptance_percent,leetcode_url,primary_family,subfamily,canonical_reduction,primary_primitives,proof_style,approach_kind,series_or_ladder,practice_priority,notes_traps,classification_confidence
3219,Minimum Cost for Cutting Cake II,Hard,55.2,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii/,Cutting cost greedy,Minimum Cost for Cutting Cake II,"Same as Cake I, larger cuts first across both dimensions.",sort cuts desc; segment multiplier state,exchange argument,pure greedy,Ordering / cuts,High,Track horizontal/vertical segment counts correctly.,manual-high
3221,Maximum Array Hopping Score II,Medium,59.7,https://leetcode.com/problems/maximum-array-hopping-score-ii/,Jump / reachability frontier,Reachability or minimum jumps,"Maintain a frontier of reachable positions, or binary-search/DP when constraints change.",reachable frontier; farthest extension; current layer boundary,stays-ahead / feasibility monotonicity,greedy frontier or hybrid,Jump Game,Medium,Review exact statement; this row is inferred from title.,heuristic
3228,Maximum Number of Operations to Move Ones to the End,Medium,67.1,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3229,Minimum Operations to Make Array Equal to Target,Hard,41.5,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary / DP-boundary,Array partition/transformation,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3244,Shortest Distance After Road Addition Queries II,Hard,26.7,https://leetcode.com/problems/shortest-distance-after-road-addition-queries-ii/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy / DP-boundary,Greedy-DP boundary,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3260,Find the Largest Palindrome Divisible by K,Hard,17.0,https://leetcode.com/problems/find-the-largest-palindrome-divisible-by-k/,Palindrome construction / counting,"Use counts, center choice, or two-pointer repair",Use frequency parity or symmetric two-pointer operations to maximize/minimize palindrome construction.,frequency counts; parity invariant; pair from extremes; center choice,parity invariant / exchange,counting greedy or two-pointer greedy,Palindrome,High,Review exact statement; this row is inferred from title.,heuristic
3273,Minimum Amount of Damage Dealt to Bob,Hard,39.8,https://leetcode.com/problems/minimum-amount-of-damage-dealt-to-bob/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,High,Review exact statement; this row is inferred from title.,heuristic
3281,Maximize Score of Numbers in Ranges,Medium,35.7,https://leetcode.com/problems/maximize-score-of-numbers-in-ranges/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,Medium,Review exact statement; this row is inferred from title.,heuristic
3282,Reach End of Array With Max Score,Medium,33.6,https://leetcode.com/problems/reach-end-of-array-with-max-score/,Jump / reachability frontier,Reachability or minimum jumps,"Maintain a frontier of reachable positions, or binary-search/DP when constraints change.",reachable frontier; farthest extension; current layer boundary,stays-ahead / feasibility monotonicity,greedy frontier or hybrid,Jump Game,Medium,Review exact statement; this row is inferred from title.,heuristic
3291,Minimum Number of Valid Strings to Form Target I,Medium,21.9,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-i/,Parentheses / balance greedy,Balance repair or wildcard feasibility,Track open balance or feasible open range and repair deficits locally.,running balance; min/max open range; insertion/deletion repair,balance invariant / feasibility interval,pure greedy / DP-boundary,Parentheses,Medium,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3292,Minimum Number of Valid Strings to Form Target II,Hard,20.6,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-ii/,Parentheses / balance greedy,Balance repair or wildcard feasibility,Track open balance or feasible open range and repair deficits locally.,running balance; min/max open range; insertion/deletion repair,balance invariant / feasibility interval,pure greedy / DP-boundary,Parentheses,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3296,Minimum Number of Seconds to Make Mountain Height Zero,Medium,58.3,https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero/,Heap greedy / deferred choice,"Choose best available, marginal gain, or replacement candidate","Sort/unlock candidates, then use heap to choose best currently available or replace worst selected.",available candidates heap; max marginal gain; replacement heap; bottleneck threshold,deferred greedy / exchange / threshold,greedy + heap,Heap-greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
3301,Maximize the Total Height of Unique Towers,Medium,37.4,https://leetcode.com/problems/maximize-the-total-height-of-unique-towers/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3302,Find the Lexicographically Smallest Valid Sequence,Medium,21.9,https://leetcode.com/problems/find-the-lexicographically-smallest-valid-sequence/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
3326,Minimum Division Operations to Make Array Non Decreasing,Medium,29.2,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3348,Smallest Divisible Digit Product II,Hard,14.6,https://leetcode.com/problems/smallest-divisible-digit-product-ii/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,High,Review exact statement; this row is inferred from title.,heuristic
3357,Minimize the Maximum Adjacent Element Difference,Hard,19.7,https://leetcode.com/problems/minimize-the-maximum-adjacent-element-difference/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,High,Review exact statement; this row is inferred from title.,heuristic
3362,Zero Array Transformation III,Medium,54.8,https://leetcode.com/problems/zero-array-transformation-iii/,Interval heap / coverage demand,Zero Array Transformation III,Use available range decrements; greedily keep/removing queries via heap based on end reach.,sweep; max end heap; coverage demand,exchange / feasibility,greedy + heap,Coverage / intervals,High,Usually formulated as choosing/removing maximal useful intervals.,manual-high
3397,Maximum Number of Distinct Elements After Operations,Medium,52.2,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3402,Minimum Operations to Make Columns Strictly Increasing,Easy,72.7,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid,Constructive structures,Low,Review exact statement; this row is inferred from title.,heuristic
3413,Maximum Coins From K Consecutive Bags,Medium,24.6,https://leetcode.com/problems/maximum-coins-from-k-consecutive-bags/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3424,Minimum Cost to Make Arrays Identical,Medium,37.8,https://leetcode.com/problems/minimum-cost-to-make-arrays-identical/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3434,Maximum Frequency After Subarray Operation,Medium,31.2,https://leetcode.com/problems/maximum-frequency-after-subarray-operation/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
3439,Reschedule Meetings for Maximum Free Time I,Medium,54.0,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
3440,Reschedule Meetings for Maximum Free Time II,Medium,60.4,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-ii/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
3449,Maximize the Minimum Game Score,Hard,26.4,https://leetcode.com/problems/maximize-the-minimum-game-score/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,High,Review exact statement; this row is inferred from title.,heuristic
3457,Eat Pizzas!,Medium,33.3,https://leetcode.com/problems/eat-pizzas/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3458,Select K Disjoint Special Substrings,Medium,19.3,https://leetcode.com/problems/select-k-disjoint-special-substrings/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
3462,Maximum Sum With at Most K Elements,Medium,60.7,https://leetcode.com/problems/maximum-sum-with-at-most-k-elements/,Heap greedy / deferred choice,"Choose best available, marginal gain, or replacement candidate","Sort/unlock candidates, then use heap to choose best currently available or replace worst selected.",available candidates heap; max marginal gain; replacement heap; bottleneck threshold,deferred greedy / exchange / threshold,greedy + heap,Heap-greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
3474,Lexicographically Smallest Generated String,Hard,53.5,https://leetcode.com/problems/lexicographically-smallest-generated-string/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,High,Review exact statement; this row is inferred from title.,heuristic
3476,Maximize Profit from Task Assignment,Medium,65.3,https://leetcode.com/problems/maximize-profit-from-task-assignment/,Heap greedy / deferred choice,"Choose best available, marginal gain, or replacement candidate","Sort/unlock candidates, then use heap to choose best currently available or replace worst selected.",available candidates heap; max marginal gain; replacement heap; bottleneck threshold,deferred greedy / exchange / threshold,greedy + heap,Heap-greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
3487,Maximum Unique Subarray Sum After Deletion,Easy,40.5,https://leetcode.com/problems/maximum-unique-subarray-sum-after-deletion/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Low,Review exact statement; this row is inferred from title.,heuristic
3496,Maximize Score After Pair Deletions,Medium,52.6,https://leetcode.com/problems/maximize-score-after-pair-deletions/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
3506,Find Time Required to Eliminate Bacterial Strains,Hard,61.4,https://leetcode.com/problems/find-time-required-to-eliminate-bacterial-strains/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy / DP-boundary,Greedy-DP boundary,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3511,Make a Positive Array,Medium,37.0,https://leetcode.com/problems/make-a-positive-array/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3523,Make Array Non-decreasing,Medium,57.1,https://leetcode.com/problems/make-array-non-decreasing/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3534,Path Existence Queries in a Graph II,Hard,26.7,https://leetcode.com/problems/path-existence-queries-in-a-graph-ii/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid / DP-boundary,Constructive structures,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3542,Minimum Operations to Convert All Elements to Zero,Medium,53.0,https://leetcode.com/problems/minimum-operations-to-convert-all-elements-to-zero/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3545,Minimum Deletions for At Most K Distinct Characters,Easy,73.1,https://leetcode.com/problems/minimum-deletions-for-at-most-k-distinct-characters/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Low,Review exact statement; this row is inferred from title.,heuristic
3547,Maximum Sum of Edge Values in a Graph,Hard,36.4,https://leetcode.com/problems/maximum-sum-of-edge-values-in-a-graph/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid / DP-boundary,Constructive structures,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3555,Smallest Subarray to Sort in Every Sliding Window,Medium,58.1,https://leetcode.com/problems/smallest-subarray-to-sort-in-every-sliding-window/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
3557,Find Maximum Number of Non Intersecting Substrings,Medium,30.7,https://leetcode.com/problems/find-maximum-number-of-non-intersecting-substrings/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
3572,Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,Medium,63.4,https://leetcode.com/problems/maximize-ysum-by-picking-a-triplet-of-distinct-xvalues/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3576,Transform Array to All Equal Elements,Medium,33.2,https://leetcode.com/problems/transform-array-to-all-equal-elements/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3587,Minimum Adjacent Swaps to Alternate Parity,Medium,42.4,https://leetcode.com/problems/minimum-adjacent-swaps-to-alternate-parity/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3588,Find Maximum Area of a Triangle,Medium,29.4,https://leetcode.com/problems/find-maximum-area-of-a-triangle/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3600,Maximize Spanning Tree Stability with Upgrades,Hard,66.3,https://leetcode.com/problems/maximize-spanning-tree-stability-with-upgrades/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid,Constructive structures,High,Review exact statement; this row is inferred from title.,heuristic
3605,Minimum Stability Factor of Array,Hard,20.6,https://leetcode.com/problems/minimum-stability-factor-of-array/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,High,Review exact statement; this row is inferred from title.,heuristic
3627,Maximum Median Sum of Subsequences of Size 3,Medium,65.1,https://leetcode.com/problems/maximum-median-sum-of-subsequences-of-size-3/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3628,Maximum Number of Subsequences After One Inserting,Medium,31.9,https://leetcode.com/problems/maximum-number-of-subsequences-after-one-inserting/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3630,Partition Array for Maximum XOR and AND,Hard,17.7,https://leetcode.com/problems/partition-array-for-maximum-xor-and-and/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,High,Review exact statement; this row is inferred from title.,heuristic
3633,Earliest Finish Time for Land and Water Rides I,Easy,62.1,https://leetcode.com/problems/earliest-finish-time-for-land-and-water-rides-i/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Low,Review exact statement; this row is inferred from title.,heuristic
3635,Earliest Finish Time for Land and Water Rides II,Medium,35.3,https://leetcode.com/problems/earliest-finish-time-for-land-and-water-rides-ii/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3638,Maximum Balanced Shipments,Medium,61.4,https://leetcode.com/problems/maximum-balanced-shipments/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3645,Maximum Total from Optimal Activation Order,Medium,33.3,https://leetcode.com/problems/maximum-total-from-optimal-activation-order/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3675,Minimum Operations to Transform String,Medium,62.0,https://leetcode.com/problems/minimum-operations-to-transform-string/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
3680,Generate Schedule,Medium,24.5,https://leetcode.com/problems/generate-schedule/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
3681,Maximum XOR of Subsequences,Hard,51.3,https://leetcode.com/problems/maximum-xor-of-subsequences/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid / DP-boundary,Numeric / bitwise,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
3684,Maximize Sum of At Most K Distinct Elements,Easy,77.0,https://leetcode.com/problems/maximize-sum-of-at-most-k-distinct-elements/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Low,Review exact statement; this row is inferred from title.,heuristic
3689,Maximum Total Subarray Value I,Medium,64.4,https://leetcode.com/problems/maximum-total-subarray-value-i/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3691,Maximum Total Subarray Value II,Hard,22.4,https://leetcode.com/problems/maximum-total-subarray-value-ii/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,High,Review exact statement; this row is inferred from title.,heuristic
3695,Maximize Alternating Sum Using Swaps,Hard,64.6,https://leetcode.com/problems/maximize-alternating-sum-using-swaps/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,High,Review exact statement; this row is inferred from title.,heuristic
3711,Maximum Transactions Without Negative Balance,Medium,46.4,https://leetcode.com/problems/maximum-transactions-without-negative-balance/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3720,Lexicographically Smallest Permutation Greater Than Target,Medium,26.7,https://leetcode.com/problems/lexicographically-smallest-permutation-greater-than-target/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
3723,Maximize Sum of Squares of Digits,Medium,59.0,https://leetcode.com/problems/maximize-sum-of-squares-of-digits/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3724,Minimum Operations to Transform Array,Medium,39.9,https://leetcode.com/problems/minimum-operations-to-transform-array/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
